link,type,time_ago,headline,title,description,published_time,modified_time,author,social_media
/news/chris-padilla-blocking-out-the-noise-ufc-fight-night-bonfim-vs-brown,Athletes,4 weeks ago,Chris Padilla | Blocking Out The Noise,Chris Padilla | Blocking Out The Noise,Lightweight Prospect Looks To Secure His Fourth Win Inside The Octagon When He Faces Ismael Bonfim In Las Vegas,2025-11-06 17:30:00-06:00,2025-11-06 17:35:33-06:00,Maddyn Johnstone,
/news/matt-schnell-honest-excited-and-dangerous-ufc-fight-night-bonfim-vs-brown,Athletes,4 weeks ago,"Matt Schnell | Honest, Excited, And Dangerous","Matt Schnell | Honest, Excited, And Dangerous","Veteran Flyweight Discusses Retirement, Return, Facing Joseph Morales On Saturday",2025-11-06 17:14:00-06:00,2025-11-06 17:41:09-06:00,E. Spencer Kyte,spencerkyte
/news/tecia-pennington-crossroad-ufc-fight-night-bonfim-vs-brown,Athletes,4 weeks ago,Tecia Pennington | At A Crossroad,Tecia Pennington | At A Crossroad,"Rankings Mainstay Talks Motherhood, Fighting More Often, And Family",2025-11-06 16:50:19-06:00,2025-11-06 17:42:01-06:00,E. Spencer Kyte,spencerkyte
/news/uros-medic-back-track-ufc-fight-night-bonfim-vs-brown,Athletes,4 weeks ago,Uroš Medić Is Back On Track,Uroš Medić Is Back On Track,"Serbian Striker Has His Sights Set On The Welterweight Top 15, And Says A Win Over Muslim Salikhov Will Get Him Exactly Where He Wants To Be",2025-11-06 13:11:39-06:00,2025-11-06 16:41:33-06:00,Simon Head,simonheadsport
/news/randy-brown-something-bigger-ufc-fight-night-vegas-111,Athletes,4 weeks ago,Randy Brown | Something Bigger,Randy Brown | Something Bigger,"Veteran Talks Main Event Assignment, Providing Aid To Jamaica After Hurricane Melissa",2025-11-06 10:50:18-06:00,2025-11-06 10:34:28-06:00,E. Spencer Kyte,
/news/joseph-morales-all-way-back-ufc-vegas-111-flyweight,Athletes,1 month ago,Joseph Morales | All The Way Back,Joseph Morales | All The Way Back,"Recent TUF Winner Discusses Return To UFC Roster, Approach Going Forward",2025-11-05 17:10:08-06:00,2025-11-05 17:28:29-06:00,E. Spencer Kyte,spencerkyte
/news/malcolm-wellmaker-built-ground-bantamweight-ufc-322,Athletes,1 month ago,Malcolm Wellmaker | Built From The Ground Up,Malcolm Wellmaker | Built From The Ground Up,How a Rising Bantamweight Star Turned a Distant Dream Into Life-Changing Reality,2025-11-05 11:27:38-06:00,2025-11-13 20:41:45-06:00,Kevin Schuster,
/news/christian-leroy-duncan-settled-and-starting-flourish-ufc-vegas-111,Athletes,1 month ago,Christian Leroy Duncan | Settled In And Starting To…,Christian Leroy Duncan | Settled In And Starting To Flourish,British Middleweight Talks Learning On The Job Ahead Of Third Appearance Of 2025,2025-11-05 11:13:53-06:00,2025-11-05 13:14:04-06:00,E. Spencer Kyte,spencerkyte
/news/adrian-yanez-reloaded-ufc-vegas-111,Athletes,2 days ago,Adrian Yanez | Reloaded,Adrian Yanez | Reloaded,"After Nearly A Year Away, Bantamweight Standout Excited To Return To Action",2025-11-04 16:36:00-06:00,2025-11-06 10:57:10-06:00,E. Spencer Kyte,spencerkyte
/news/fighters-on-the-rise-ufc-fight-night-bonfim-vs-brown-morales-tulio-cavalcanti,Athletes,1 month ago,Fighters On The Rise | UFC Fight Night: Bonfim vs…,Fighters On The Rise | UFC Fight Night: Bonfim vs Brown,Highlighting Three Ascending Talents Set To Compete This Weekend In Las Vegas,2025-11-03 14:04:30-06:00,2025-11-04 12:28:42-06:00,E. Spencer Kyte,spencerkyte
/news/fight-fight-preview-ufc-fight-night-bonfim-vs-brown-vegas-111,Fight Coverage,1 month ago,UFC Tonight: Fight By Fight Preview | UFC Fight…,UFC Tonight: Fight By Fight Preview | UFC Fight Night: Bonfim vs Brown,Detailing What’s On Tap And What’s At Stake At The UFC APEX On Saturday,2025-11-03 12:16:47-06:00,2025-11-08 10:44:53-06:00,E. Spencer Kyte,spencerkyte
/news/scorecard-ufc-fight-night-garcia-vs-onama,Fight Coverage,1 month ago,The Scorecard | UFC Fight Night: Garcia vs Onama,The Scorecard | UFC Fight Night: Garcia vs Onama,"Take A Look At The Biggest Winners From UFC Fight Night: Garcia vs Onama, From UFC APEX In Las Vegas, USA, On November 1, 2025",2025-11-02 15:16:21-06:00,2025-11-02 15:35:02-06:00,Simon Head,simonheadsport
/news/ufc-fight-night-garcia-vs-onama-main-card-results-highlights-recaps-winners-interviews,Results,1 month ago,Main Card Results | UFC Fight Night: Garcia vs Onama,Main Card Results | UFC Fight Night: Garcia vs Onama,"Get Live Results, Watch Post-Fight Interviews With The Main Card Winners And More From UFC Fight Night: Garcia vs Onama, Live From UFC Apex In Las Vegas, Nevada On November 1, 2025",2025-11-01 21:45:00-05:00,2025-11-03 12:47:48-06:00,,
/news/ufc-fight-night-garcia-vs-onama-prelim-results-highlights-recaps-winners-interviews,Results,1 month ago,Prelim Results | UFC Fight Night: Garcia vs Onama,Prelim Results | UFC Fight Night: Garcia vs Onama,"Get Live Results, Watch Post-Fight Interviews With The Prelim Winners And More From UFC Fight Night: Garcia vs Onama, Live From UFC Apex In Las Vegas, Nevada On November 1, 2025",2025-11-01 18:22:00-05:00,2025-11-01 20:51:04-05:00,E. Spencer Kyte,SpencerKyte
/news/fight-by-fight-preview-ufc-fight-night-garcia-vs-onama,Fight Coverage,1 month ago,UFC Tonight: Fight By Fight Preview | UFC Fight…,UFC Tonight: Fight By Fight Preview | UFC Fight Night: Garcia vs Onama,Diving Into The Matchups Set To Hit The Octagon On Saturday,2025-11-01 11:00:00-05:00,2025-11-01 11:17:58-05:00,E. Spencer Kyte,SpencerKyte
/news/yadier-del-valle-no-fear-ufc-vegas-110,Athletes,1 month ago,Yadier del Valle | No Fear,Yadier del Valle | No Fear,Undefeated Featherweight Exudes Confidence Ahead Of Sophomore Appearance,2025-10-31 14:54:00-05:00,2025-10-31 14:55:24-05:00,E. Spencer Kyte,spencerkyte
/news/themba-gorimbo-welcome-to-the-mamba-show-ufc-vegas-110,Athletes,1 month ago,Themba Gorimbo: ‘Welcome To The Mamba Show’,Themba Gorimbo: ‘Welcome To The Mamba Show’,"Ahead Of His First Fight Of 2025, Themba Gorimbo Is Focused On Himself And His Own Performance At UFC Fight Night: Garcia vs Onama",2025-10-31 08:00:00-05:00,2025-10-31 08:00:00-05:00,Zac Pacleb,ZacPacleb
/news/the-tao-of-allan-nascimento-ufc-vegas-110,Athletes,1 month ago,The Tao Of Allan Nascimento,The Tao Of Allan Nascimento,Brazilian Flyweight Shares His Thoughtful Outlook On Navigating Life In The Fight Game,2025-10-30 18:00:00-05:00,2025-10-31 19:25:35-05:00,E. Spencer Kyte,spencerkyte
/news/phil-rowe-tired-of-fighting-himself-ufc-vegas-110,Athletes,1 month ago,Phil Rowe | Tired of Fighting Himself,Phil Rowe | Tired of Fighting Himself,Welterweight Addresses Personal Frustrations With His Efforts Ahead Of Return To Action,2025-10-30 15:41:46-05:00,2025-10-30 16:04:05-05:00,E. Spencer Kyte,spencerkyte
/news/waldo-cortes-acosta-be-more-waldo-ufc-vegas-110,Athletes,1 month ago,Waldo Cortes Acosta | Be More Waldo,Waldo Cortes Acosta | Be More Waldo,Top-10 Heavyweight Contender Has A Simple Plan To Help Push Himself Into Championship Contention – Just Be Himself.,2025-10-30 12:53:57-05:00,2025-10-30 13:01:02-05:00,Simon Head,simonheadsport
/news/alice-ardelean-is-planning-her-big-move-ufc-vegas-110,Athletes,1 month ago,Alice Ardelean Is Planning Her Big Move,Alice Ardelean Is Planning Her Big Move,"With Ambitions Of Progressing Up The Strawweight Ladder And A Future Life In The United States, Alice Ardelean Has A Lot On Her To-do List Heading Into 2026.",2025-10-30 12:47:34-05:00,2025-10-30 12:53:39-05:00,Simon Head,simonheadsport
/news/ante-delija-making-waves,Athletes,1 month ago,Ante Delija | Making Waves,Ante Delija | Making Waves,"Heavyweight Newcomer Talks Impressive Debut, Training With Aspinall",2025-10-30 12:44:00-05:00,2025-10-30 12:47:13-05:00,E. Spencer Kyte,spencerkyte
/news/ketlen-vieira-ready-claim-title-ufc-vegas-110,Athletes,1 month ago,Ketlen Vieira Is Ready To Claim Her Title Shot,Ketlen Vieira Is Ready To Claim Her Title Shot,Longtime Women's Bantamweight Contender Plans To Earn Her First UFC Title Shot With Victory Over Fellow Contender Norma Dumont,2025-10-30 10:00:06-05:00,2025-10-30 10:59:03-05:00,Simon Head,simonheadsport
/news/norma-dumont-done-waiting-around-ufc-fight-night-garcia-vs-onama,Athletes,1 month ago,Norma Dumont Is Done Waiting Around,Norma Dumont Is Done Waiting Around,"Brazilian Contender Excited To Fight, Ready To Prove She’s The Best In The Division",2025-10-29 15:29:04-05:00,2025-10-29 17:43:25-05:00,E. Spencer Kyte,spencerkyte
/news/david-onama-excited-but-also-expected-vegas-110,Athletes,1 month ago,"David Onama | Excited, But Also Expected","David Onama | Excited, But Also Expected","First-Time Headliner Discusses Saturday’s Main Event, Future Ambitions",2025-10-29 14:43:00-05:00,2025-10-29 14:45:39-05:00,E. Spencer Kyte,spencerkyte
/news/donte-johnson-clocking-in-ufc-vegas-110,Athletes,1 month ago,Donte Johnson | Clocking In,Donte Johnson | Clocking In,"Dana White’s Contender Series Grad Talks Rapid Rise, UFC Debut",2025-10-29 12:05:00-05:00,2025-10-29 12:11:10-05:00,E. Spencer Kyte,spencerkyte
/news/10-get-ready-for-a-november-to-remember-inside-octagon-ufc,Athletes,1 month ago,The 10 | Get Ready For A November To Remember Inside…,The 10 | Get Ready For A November To Remember Inside The Octagon,"Coming Month Offers Heaps Of High-Level Matchups, Plus Two Championship Superfights",2025-10-29 11:54:58-05:00,2025-10-29 16:03:43-05:00,E. Spencer Kyte,spencerkyte
/news/fighters-rise-ufc-fight-night-garcia-vs-onama-delija-nascimento-dumont,Athletes,1 month ago,Fighters On The Rise | UFC Fight Night: Garcia vs…,Fighters On The Rise | UFC Fight Night: Garcia vs Onama,Highlighting Three Athletes On The Come-Up Heading Into This Weekend’s Festivities,2025-10-28 12:22:34-05:00,2025-10-29 17:06:21-05:00,E. Spencer Kyte,
/news/steve-garcia-real-recognizes-real-ufc-fight-night-vegas-110,Athletes,1 month ago,Steve Garcia | Real Recognizes Real,Steve Garcia | Real Recognizes Real,Streaking Featherweight Continues Quiet March Forward With First Main Event Assignment,2025-10-28 10:48:44-05:00,2025-10-29 15:21:57-05:00,E. Spencer Kyte,
/news/monthly-report-october-2025-ufc-jourdain-oliveira-salkilld-dober,Athletes,1 month ago,Monthly Report | October 2025,Monthly Report | October 2025,Highlighting Standout Performances From Inside The Octagon Over The Past Month,2025-10-27 12:58:34-05:00,2025-10-27 14:54:40-05:00,E. Spencer Kyte,spencerkyte
/news/bigger-picture-ufc-321-aspinall-vs-gane,Fight Coverage,1 month ago,The Bigger Picture | UFC 321: Aspinall vs Gane,The Bigger Picture | UFC 321: Aspinall vs Gane,"An Entertaining Night Ended In A Manner No One Wanted, So What Now?",2025-10-27 10:40:45-05:00,2025-10-27 11:11:05-05:00,E. Spencer Kyte,
/news/ufc-321-aspinall-vs-gane-event-tonight-main-card-live-results-recaps-highlights-interviews-abu-dhabi,Results,1 month ago,Main Card Results | UFC 321: Aspinall vs Gane,Main Card Results | UFC 321: Aspinall vs Gane,"Get Live Results, Watch Post-Fight Interviews With The Main Card Winners And More From UFC 321: Aspinall vs Gane, Live From Etihad Arena In Abu Dhabi On October 25, 2025",2025-10-25 17:03:00-05:00,2025-10-27 10:53:20-05:00,E. Spencer Kyte,SpencerKyte
